world_x,world_y,height,monster_type
4343.9,3328.8,1026,M03
4286.6,3349.1,882,M02
3473.1,3376.0,1039,M02
3485.5,3393.7,762,M03
4386.1,3398.0,546,M02
3876.5,3516.8,544,M02
4360.1,3611.0,393,M02
4416.4,3680.2,299,M02
4349.6,3683.1,1110,M02
4260.1,3690.9,557,M02
4312.6,3881.8,1,M02
3452.3,3881.8,124,M02
3586.4,3411.6,1660,M02
3564.9,3409.2,800,M03
3457.6,3525.4,403,M02
3837.4,3544.7,1411,M02
4047.6,3694.8,1600,M02
4126.0,3803.8,400,M02
4144.7,3789.5,53,M03
4217.2,3873.0,757,M02
4216.7,2997.4,347,M03
3865.3,3021.0,426,M03
3997.9,3054.2,700,M03
3679.2,3058.9,762,M03
3535.6,3107.1,1388,M03
4039.5,3139.8,520,M03
3776.3,3149.4,1100,M03
4119.6,3197.1,578,M03
4412.6,3211.4,1679,M03
4012.0,3271.5,734,M03
4330.7,3279.6,492,M03
4263.9,3299.9,1141,M03
4068.3,3345.7,732,M03
3745.5,3406.8,1956,M03
3962.4,3407.3,463,M03
4142.7,3431.6,723,M03
4131.8,3436.4,1088,M05
4182.1,3472.7,371,M03
4040.4,3518.7,301,M03
3611.4,3394.1,1087,M03
4324.5,3518.7,1148,M03
4399.5,3534.2,560,M03
3917.3,3545.2,1099,M03
3944.7,3596.2,1770,M03
4056.6,3655.1,986,M03
4122.9,3680.7,1193,M03
4415.9,3799.0,1010,M03
3449.4,3933.1,38,M03
3541.3,3471.2,945,M03
3622.9,3508.7,1741,M03
3617.2,3503.9,1767,M06
3463.8,3541.8,590,M03
3571.1,3560.0,168,M03
3829.7,3563.5,1781,M03
3840.2,3567.4,52,M05
3558.0,3628.4,507,M03
3884.1,3629.4,1185,M03
3839.3,3694.8,716,M03
4028.2,3707.6,1166,M03
3736.9,3717.7,53,M03
3631.2,3719.8,553,M03
3914.9,3750.6,710,M03
3507.2,3752.5,413,M03
4002.9,3775.9,259,M03
3902.7,3785.2,781,M03
3767.2,3785.2,568,M03
3610.5,3802.3,266,M03
3570.6,3804.3,194,M03
4064.0,3806.6,72,M03
3883.2,3830.7,337,M03
3977.9,3842.2,5,M03
3548.5,3849.6,552,M03
3778.7,3862.0,325,M03
4005.8,3869.1,93,M03
4073.1,3877.5,142,M03
3816.9,3897.5,349,M03
3580.2,3899.5,40,M03
3757.7,3908.3,699,M03
3997.0,3917.8,812,M03
3541.3,3922.1,221,M03
4213.4,3925.9,1267,M03
3838.3,3288.0,806,M06
4973.2,3126.0,41,M09
4982.3,3136.0,1692,M02
5272.2,3145.1,60,M09
4786.2,3856.7,135,M09
4793.3,3852.5,79,M01
5316.5,2944.7,547,M09
5315.6,2950.9,362,M02
4853.0,3240.3,474,M08
4867.3,3220.7,1051,M01
4846.8,3222.6,1144,M01
5203.0,3231.2,437,M04
5277.9,3246.5,83,M04
5382.9,3299.4,806,M04
5396.2,3292.3,696,M02
4808.6,3376.0,505,M04
4807.6,3383.2,356,M01
5212.0,3425.9,893,M04
5213.9,3421.1,1157,M01
4486.5,3540.9,568,M04
4488.4,3532.8,639,M01
4498.5,3557.1,47,M01
4447.2,3541.4,87,M04
4467.7,3532.8,6,M01
4449.1,3550.9,128,M01
5216.8,3849.1,6,M04
4512.5,3857.2,68,M04
4515.4,3862.5,44,M01
4691.5,3882.3,129,M04
4697.7,3905.2,65,M01
5201.5,3774.9,37,M01
5188.2,3766.8,117,M01
4461.0,2942.3,529,M01
4444.8,2966.6,927,M01
4511.6,2970.7,1077,M01
4477.0,2981.7,983,M01
4486.0,2971.2,790,M02
4507.8,3012.4,1217,M01
4482.7,3025.3,829,M01
4963.0,3035.1,1577,M01
4958.7,3045.6,994,M03
4984.2,3040.8,886,M01
4978.0,3031.3,1400,M02
4525.4,3053.7,318,M01
4936.5,3072.6,1117,M01
4913.6,3084.5,680,M01
4974.7,3074.0,898,M01
4970.4,3062.5,1443,M05
4546.7,3084.9,485,M01
4488.0,3086.9,807,M01
4976.1,3100.9,1104,M01
4546.7,3107.6,547,M01
4523.0,3116.2,342,M01
4504.0,3119.5,857,M02
4512.5,3121.0,538,M03
4471.3,3119.1,1261,M01
4950.1,3127.0,1935,M01
4947.2,3139.4,1202,M03
5098.2,3130.3,1896,M01
4488.4,3131.2,845,M01
4929.8,3138.4,1199,M01
4538.5,3145.1,399,M01
5052.9,3145.6,1423,M01
4567.9,3148.4,222,M01
4587.4,3145.6,184,M02
5221.4,3150.3,1000,M01
5229.5,3149.8,799,M02
4460.0,3151.7,480,M01
5150.0,3164.9,1304,M01
4468.9,3170.6,1255,M01
4473.2,3178.7,917,M02
4563.1,3175.9,278,M01
4592.7,3184.4,49,M02
4521.1,3178.7,237,M01
4969.9,3187.6,272,M01
5079.9,3190.9,913,M01
5081.3,3215.2,92,M01
5075.1,3212.8,81,M03
4692.4,3194.2,814,M01
4584.1,3196.1,81,M01
4575.0,3216.6,39,M01
4570.7,3210.4,41,M02
5049.1,3201.4,591,M01
4538.1,3205.2,245,M01
4488.9,3207.1,379,M01
4480.3,3212.4,563,M02
4629.4,3208.1,578,M01
5126.6,3208.5,450,M01
4760.7,3214.7,700,M01
4515.9,3215.7,226,M01
4467.7,3216.2,25,M01
4704.8,3226.4,755,M01
5109.2,3241.2,201,M01
4508.2,3241.2,325,M01
4528.8,3248.8,20,M01
4602.0,3243.6,183,M01
5138.1,3246.5,101,M01
5133.8,3239.8,204,M02
5014.5,3248.8,5,M01
4491.3,3264.8,241,M01
4770.2,3265.8,699,M01
5113.0,3268.2,244,M01
4589.8,3268.7,324,M01
4793.3,3271.5,621,M01
5073.2,3274.4,374,M01
4741.8,3274.9,284,M01
4547.1,3277.7,55,M01
5047.7,3286.1,1263,M01
4689.6,3298.5,1192,M01
4715.3,3303.2,202,M02
4713.4,3313.0,853,M01
5095.9,3313.5,400,M01
5108.7,3331.2,433,M01
4595.3,3315.0,1912,M01
4791.4,3318.8,1040,M01
4685.0,3325.9,488,M01
4681.7,3327.8,539,M02
4776.9,3339.3,140,M01
5086.5,3344.8,638,M01
5089.4,3364.3,487,M01
4824.1,3344.8,1054,M01
4746.6,3346.2,559,M01
4739.9,3370.5,304,M02
4646.6,3347.6,814,M01
4592.2,3354.3,633,M01
4775.0,3365.3,285,M01
4559.0,3370.1,129,M01
4668.3,3370.5,552,M01
4627.5,3377.0,1273,M01
4637.1,3399.9,602,M01
4727.0,3380.8,1059,M01
4686.5,3382.2,257,M01
4608.2,3384.1,874,M01
4604.9,3403.2,274,M03
4756.8,3388.4,901,M01
4566.0,3404.6,691,M01
4590.8,3380.8,910,M02
4832.2,3409.7,70,M01
4819.3,3418.7,175,M02
4609.2,3409.7,708,M01
4742.8,3412.0,387,M01
4737.0,3434.9,292,M01
4669.3,3430.2,496,M01
4707.7,3432.1,396,M01
4588.9,3435.9,55,M01
4793.8,3440.0,400,M01
4816.5,3440.4,446,M01
4834.6,3446.2,49,M01
4507.8,3444.7,627,M01
4526.8,3460.0,142,M01
4488.9,3470.7,93,M01
4462.9,3473.6,151,M01
4579.8,3474.1,127,M01
4580.8,3486.5,111,M03
4599.1,3481.7,296,M01
4552.4,3487.9,145,M01
4536.2,3495.1,265,M06
4548.1,3514.4,177,M01
4560.0,3552.3,106,M01
4580.8,3561.4,112,M01
5200.1,3577.4,280,M01
4471.3,3578.8,1001,M01
4481.8,3587.9,486,M02
4606.3,3580.2,59,M01
5265.0,3581.2,279,M01
4513.0,3582.6,314,M01
4553.8,3583.1,48,M01
4449.6,3585.0,665,M01
4458.1,3564.0,540,M02
5237.1,3586.4,75,M01
5219.9,3591.2,198,M02
5151.0,3601.0,87,M01
4537.1,3601.5,233,M01
4438.6,3602.9,1034,M01
4570.3,3604.3,419,M01
5209.2,3617.2,114,M01
4481.3,3619.1,275,M01
4566.5,3627.0,301,M01
5127.1,3629.9,903,M01
5135.7,3644.6,800,M03
4609.6,3634.2,62,M01
5236.6,3650.4,161,M01
5170.3,3657.3,13,M01
5160.3,3679.2,70,M01
5175.5,3681.6,15,M06
5256.4,3661.1,173,M01
5266.0,3662.6,95,M05
5024.5,3664.5,16,M01
5123.5,3668.3,137,M01
4532.8,3669.7,425,M01
4610.1,3675.0,402,M01
5209.2,3684.0,154,M01
5023.6,3689.5,53,M01
4467.2,3694.3,231,M01
5040.5,3700.0,232,M01
5059.1,3717.2,138,M02
4590.8,3701.9,666,M01
4563.6,3713.8,745,M01
5185.5,3703.3,157,M01
5112.5,3704.3,98,M01
5266.0,3704.8,10,M01
4536.6,3713.4,276,M01
4542.4,3704.8,405,M02
4517.8,3720.8,747,M01
5187.7,3724.6,498,M01
5203.0,3744.1,75,M03
4496.1,3728.4,496,M01
4476.0,3736.0,694,M01
4478.4,3739.8,592,M02
4600.6,3737.9,612,M01
5159.8,3738.4,494,M01
5095.9,3745.1,429,M01
5098.7,3742.7,407,M02
4463.4,3754.9,975,M01
4586.0,3756.8,857,M01
5266.0,3758.7,5,M01
4509.2,3761.1,1527,M01
4507.3,3750.1,2017,M03
5157.4,3763.9,416,M01
5244.7,3767.3,33,M01
5222.8,3768.2,9,M02
4555.7,3773.0,328,M01
5070.3,3780.2,443,M01
4572.7,3784.7,907,M01
4588.9,3784.7,1103,M02
4479.4,3798.5,1102,M01
4486.0,3794.7,1030,M02
5227.6,3802.3,17,M01
5172.2,3804.7,12,M01
4506.3,3808.1,696,M01
5140.0,3808.5,177,M01
4553.3,3809.5,93,M01
4550.5,3786.6,616,M02
5022.1,3820.7,497,M01
5222.3,3823.6,9,M01
4464.8,3824.5,527,M01
4504.0,3828.8,440,M01
5108.3,3830.3,200,M01
5257.8,3840.3,1,M01
4815.1,3851.5,5,M01
4834.6,3854.4,5,M05
5049.1,3852.0,548,M01
4761.6,3852.0,280,M01
4646.6,3852.0,194,M01
4650.9,3873.0,6,M01
5132.8,3852.5,123,M01
5173.6,3858.2,19,M01
5172.2,3873.0,24,M02
4702.9,3860.1,161,M01
4698.6,3856.3,192,M06
5025.9,3861.0,267,M01
5001.6,3862.9,905,M02
4732.7,3861.5,166,M01
5230.9,3862.0,5,M01
4599.6,3863.4,570,M01
4488.4,3870.6,72,M01
4494.6,3855.3,210,M02
4885.7,3871.1,56,M01
5101.6,3873.4,166,M01
5015.9,3878.9,315,M01
4723.7,3880.4,227,M01
4454.3,3880.8,10,M01
5300.5,3883.7,1,M01
5293.9,3901.8,1,M02
4601.5,3884.2,606,M01
5085.6,3888.0,57,M01
5086.5,3902.8,96,M03
5115.9,3890.4,52,M01
5369.7,3892.8,1,M01
5364.0,3880.8,10,M05
4515.4,3897.5,153,M01
5177.4,3910.7,73,M01
5161.2,3921.2,78,M01
5273.6,3913.5,66,M01
4617.7,3915.0,18,M01
4619.2,3910.7,11,M05
4540.9,3915.9,78,M01
4531.4,3934.0,4,M02
4580.3,3919.3,99,M01
4574.6,3911.2,103,M03
5047.2,3921.6,23,M01
5037.2,3927.8,103,M05
4639.5,3922.6,34,M01
5086.5,3923.1,120,M01
4710.1,3924.0,53,M01
4443.4,3927.4,190,M01
4461.0,3936.4,1,M03
4460.0,3911.6,250,M05
5188.7,3930.7,38,M01
5139.0,3932.1,86,M01
5363.5,3935.5,8,M01
5342.3,3935.5,7,M01
5283.4,3936.4,4,M01
4943.9,2938.0,677,M01
4941.5,2966.6,367,M02
4947.7,2941.3,654,M03
4938.6,2954.7,573,M05
4585.1,2938.5,889,M01
5262.6,2942.3,484,M01
4541.4,2943.7,1074,M01
4627.5,2944.2,952,M01
4640.4,2955.2,689,M02
5395.7,2946.1,1048,M01
5386.2,2962.8,309,M01
5402.4,2944.7,1185,M02
4518.7,2949.0,762,M01
4740.8,2955.6,212,M01
4737.5,2944.7,94,M03
4775.9,2958.5,183,M01
5363.1,2965.2,243,M01
5403.8,2974.5,1050,M01
5384.3,2990.7,263,M03
5333.2,2974.5,215,M01
5316.5,2972.6,263,M03
4763.5,2975.9,830,M01
4759.7,2994.5,190,M01
4772.1,2990.7,371,M02
4934.6,2976.4,534,M01
4738.5,2984.5,435,M01
4730.8,2968.8,545,M02
4979.9,2986.4,999,M01
5260.2,2987.4,95,M01
4636.1,2991.2,589,M01
4638.5,2996.9,591,M02
4657.8,2991.7,243,M01
5410.8,2994.0,196,M01
5331.3,3004.8,430,M01
4715.3,3007.2,1952,M01
4963.4,3007.7,1420,M01
4945.8,3002.9,189,M06
5305.3,3009.1,224,M01
5310.6,3017.2,164,M02
4585.1,3010.1,714,M01
5427.0,3011.5,847,M01
5410.8,3021.0,243,M01
5260.2,3024.4,100,M01
4795.7,3027.7,178,M01
4651.9,3027.7,989,M01
4623.9,3031.3,1120,M01
4599.6,3044.6,673,M01
4623.0,3057.0,125,M02
4547.6,3032.2,1243,M01
5387.1,3041.3,453,M01
5288.1,3041.3,1354,M01
5423.7,3046.1,493,M01
4784.8,3047.5,907,M01
4797.2,3037.0,1516,M02
4817.4,3048.5,841,M01
4661.6,3048.9,797,M01
4574.1,3049.9,647,M01
5320.8,3055.1,200,M01
4688.6,3055.1,311,M01
4863.5,3064.9,1862,M01
4717.7,3070.2,1548,M01
5370.7,3072.6,640,M01
5400.0,3073.0,552,M01
5386.7,3079.2,370,M02
4842.7,3080.2,780,M01
4837.9,3071.1,1415,M03
5320.4,3080.7,419,M01
5363.5,3097.6,1033,M01
5344.5,3100.0,852,M02
5415.1,3102.4,689,M01
4840.8,3102.4,1212,M01
4669.3,3106.2,498,M01
4747.5,3106.7,944,M01
4635.2,3109.5,368,M01
4766.4,3113.8,570,M01
4869.2,3115.3,509,M01
5380.0,3119.1,195,M01
5351.6,3125.5,1049,M01
5407.4,3126.0,735,M01
5432.2,3140.3,678,M02
4787.1,3131.2,1425,M01
4806.2,3133.2,1107,M01
4798.1,3129.8,1326,M02
5307.7,3133.6,1263,M01
4698.6,3135.5,655,M01
4618.7,3135.5,225,M01
4834.6,3142.7,621,M01
4665.0,3145.6,344,M01
5342.3,3152.2,185,M01
5403.8,3154.6,194,M01
5277.4,3160.6,50,M01
5276.0,3178.2,50,M02
4704.4,3169.2,674,M01
5328.0,3169.6,291,M01
5320.8,3162.5,433,M02
5327.5,3178.2,133,M03
4735.1,3173.0,528,M01
4614.9,3175.9,183,M01
5423.7,3177.3,390,M01
4855.4,3177.8,551,M01
4844.4,3183.5,403,M03
4884.2,3181.6,797,M01
4903.8,3165.4,1163,M02
5386.2,3182.1,243,M01
4769.7,3185.9,267,M01
4817.9,3186.3,236,M01
4837.0,3183.5,133,M02
5356.4,3187.6,333,M01
5332.8,3197.1,99,M01
5314.2,3194.2,112,M02
4787.6,3200.4,1036,M01
5408.4,3203.3,276,M01
5255.0,3215.2,27,M01
5234.2,3223.6,198,M01
5417.9,3235.0,701,M01
4886.1,3244.6,319,M01
4897.1,3220.2,823,M03
5181.7,3247.9,480,M01
5177.4,3241.7,570,M02
4821.7,3250.5,1201,M01
4827.5,3271.0,489,M01
5341.8,3258.6,241,M01
5301.5,3265.3,23,M01
5253.1,3270.6,104,M01
5229.5,3276.3,164,M01
4907.4,3276.8,81,M01
5025.5,3278.7,56,M01
5168.9,3283.7,425,M01
5175.1,3310.9,228,M01
4930.3,3290.9,1380,M01
5345.9,3298.0,614,M01
4881.9,3299.0,421,M01
5201.5,3301.3,108,M01
5214.4,3289.9,970,M03
5002.6,3303.7,1011,M01
5000.2,3300.4,1091,M02
5265.5,3306.1,254,M01
4443.8,3307.1,610,M01
5420.8,3312.6,399,M01
5416.5,3332.1,168,M01
5409.3,3337.4,183,M02
4514.0,3313.5,399,M01
5377.6,3317.8,322,M01
4558.6,3321.6,531,M01
4834.1,3326.9,640,M01
5265.0,3328.8,147,M01
5244.7,3329.7,116,M01
5175.1,3332.1,285,M01
5155.2,3332.6,627,M01
4931.7,3336.9,375,M01
5307.7,3340.2,390,M01
4959.1,3340.7,146,M01
4451.0,3343.8,870,M01
4443.8,3364.3,757,M01
4514.9,3345.2,516,M01
5190.1,3351.0,1175,M01
5187.7,3368.6,375,M01
5187.7,3357.6,856,M03
5231.4,3353.4,959,M01
4975.6,3354.8,130,M01
4997.5,3360.0,208,M05
5360.2,3356.2,899,M01
5146.2,3357.2,1145,M01
5154.3,3373.4,565,M02
5399.6,3357.6,675,M01
5059.1,3362.4,391,M01
4940.1,3372.4,19,M01
4961.5,3372.0,38,M03
5320.8,3372.9,224,M01
5337.0,3358.6,668,M02
5279.8,3372.9,240,M01
4464.3,3375.1,455,M01
5044.3,3376.5,393,M01
5047.2,3387.0,384,M02
5012.6,3378.4,149,M01
4899.5,3380.8,35,M01
5142.9,3381.8,1185,M01
4500.1,3382.2,1030,M01
5222.8,3384.6,724,M01
5236.1,3390.3,566,M02
5352.6,3385.6,833,M01
5382.9,3389.4,666,M01
5165.0,3389.9,768,M01
5204.9,3393.2,705,M01
5412.7,3395.6,416,M01
4865.4,3403.2,168,M01
5229.9,3408.7,1115,M01
5237.1,3428.3,473,M01
5353.0,3413.0,963,M01
5300.1,3413.5,948,M01
5006.4,3413.5,369,M01
5123.0,3414.9,323,M01
4487.0,3414.9,892,M01
4897.6,3419.2,15,M01
4463.9,3423.5,259,M01
4857.3,3424.4,454,M01
5378.6,3433.0,181,M01
5405.3,3436.4,4,M01
5178.9,3433.5,112,M01
5178.4,3410.6,1076,M03
5430.8,3441.9,1057,M01
4915.5,3444.3,124,M01
4922.6,3448.5,91,M03
4973.7,3450.5,190,M01
5356.9,3453.3,582,M01
5368.8,3448.1,570,M02
5318.5,3456.2,403,M01
5049.6,3458.1,225,M01
5033.8,3460.5,255,M03
5383.3,3461.4,337,M01
5198.2,3463.3,113,M01
5102.1,3465.2,134,M01
5120.2,3448.1,468,M03
5268.8,3469.3,1274,M01
5120.7,3477.4,248,M01
5413.6,3485.0,226,M01
5432.7,3485.5,134,M01
5408.9,3476.0,434,M03
5231.8,3488.9,819,M01
5007.8,3490.3,393,M01
5082.7,3490.8,7,M01
5197.2,3492.2,231,M01
5254.0,3501.5,725,M01
5176.0,3507.2,325,M01
5157.9,3527.3,210,M01
5158.4,3503.4,282,M02
5233.8,3529.6,78,M01
5011.2,3536.6,467,M01
5215.4,3539.0,497,M01
5190.6,3560.4,481,M01
5071.3,3543.7,60,M01
5126.6,3548.0,31,M01
5143.8,3557.1,27,M02
5260.2,3556.1,205,M01
5103.5,3563.1,164,M01
5110.6,3590.7,36,M01
5053.4,3570.7,433,M01
5061.5,3590.7,81,M03
5074.6,3612.4,20,M01
5009.3,3620.5,271,M01
5086.5,3629.9,219,M01
5106.3,3638.9,259,M01
5107.3,3651.3,67,M02
5225.6,3614.8,198,M02
5208.2,3710.0,204,M02
4681.7,2938.0,1257,M02
4601.5,2972.6,922,M02
5354.9,2990.7,99,M02
4444.8,3004.8,925,M02
5261.7,3037.0,628,M02
4749.0,3039.9,1418,M02
4720.8,3056.1,407,M05
4580.3,3074.0,653,M02
4960.6,3080.7,629,M02
5264.5,3086.4,859,M02
4803.4,3089.7,192,M02
5290.5,3112.9,733,M02
5299.6,3098.1,1540,M03
4882.3,3120.0,427,M02
4701.5,3121.0,154,M02
4724.6,3187.6,864,M02
4813.6,3204.7,842,M02
5204.4,3212.4,61,M02
5054.8,3220.2,736,M02
5388.1,3220.7,350,M02
4928.8,3225.5,92,M02
4753.0,3243.1,757,M02
4751.6,3239.8,888,M03
4799.1,3246.9,309,M02
4899.0,3274.4,213,M02
4941.5,3285.1,660,M02
5319.9,3301.3,456,M02
5094.4,3310.9,20,M02
5112.5,3297.5,1318,M03
4850.6,3310.9,272,M02
4632.3,3320.2,1520,M02
5203.0,3342.6,212,M02
4805.3,3372.0,153,M02
4538.5,3390.3,751,M02
5339.4,3396.1,400,M02
4931.2,3403.2,69,M02
5083.7,3410.1,178,M02
4650.9,3419.7,381,M02
5148.6,3440.0,595,M02
4947.7,3441.4,41,M02
5090.8,3448.5,548,M02
5009.7,3453.3,346,M02
5250.7,3454.3,483,M02
5182.2,3466.7,153,M02
5016.4,3513.0,282,M02
5043.8,3541.4,104,M02
5024.5,3585.5,251,M02
5031.9,3654.7,5,M02
4590.3,3656.4,175,M02
4482.2,3657.3,435,M02
5131.4,3690.9,574,M02
5091.3,3716.7,133,M02
4582.7,3742.7,324,M02
4588.9,3725.1,884,M03
4665.5,3862.9,60,M02
5091.8,3747.9,100,M03
5214.9,3883.2,5,M03
4618.2,3004.8,834,M03
4734.2,3022.9,487,M03
5410.3,3075.9,479,M03
4640.9,3092.1,37,M03
5028.3,3145.6,1050,M03
4678.3,3184.4,119,M03
4819.8,3241.7,537,M03
4551.4,3246.9,84,M03
5305.3,3298.0,616,M03
4732.7,3327.8,855,M03
4894.3,3370.5,50,M03
4497.5,3380.8,506,M03
5082.2,3390.3,538,M03
5251.2,3395.1,389,M03
4694.8,3440.0,936,M03
4462.0,3520.6,42,M03
5057.2,3524.4,17,M03
4507.3,3655.1,13,M03
5055.8,3675.0,120,M03
5007.3,3766.3,123,M03
4720.8,3911.2,110,M03
5425.6,3262.9,467,M03
4476.0,3222.1,865,M06
4485.6,3825.0,853,M06
5717.3,3779.7,83,M09
5650.5,2945.2,1602,M09
6114.6,2941.3,64,M04
5589.9,2961.8,991,M04
5590.9,2944.7,1637,M01
5566.1,2941.3,784,M02
5752.7,2971.2,412,M04
6421.9,2996.9,709,M04
5528.4,2998.4,1626,M04
5501.7,2996.0,183,M01
5855.5,3075.9,834,M04
5859.8,3073.5,904,M01
5854.0,3071.6,1042,M02
5665.6,3107.1,877,M04
5663.7,3107.6,789,M02
5686.6,3110.0,1246,M03
5635.3,3245.0,283,M04
6217.4,3397.5,155,M04
5813.3,3417.3,907,M04
5819.5,3409.2,1383,M01
5450.1,3435.9,38,M04
5461.1,3415.4,1193,M01
5652.4,3512.5,514,M04
6234.3,3585.0,219,M04
5662.7,3586.9,78,M04
6221.0,3648.5,214,M04
6224.8,3627.5,235,M01
6216.4,3854.8,370,M04
6194.5,3867.2,11,M01
5743.8,3268.7,479,M07
5731.9,3271.5,452,M01
5754.1,3926.4,33,M07
5772.2,3931.7,58,M03
6186.6,3392.7,466,M01
6169.4,3395.1,525,M01
6180.4,3383.2,823,M02
6236.2,3396.5,168,M01
6157.0,3425.9,479,M01
6186.1,3410.1,1173,M03
6202.6,3476.9,37,M01
6427.6,3504.9,294,M01
6320.0,3514.4,302,M01
6380.1,3533.2,483,M01
6410.4,3539.9,289,M01
6205.9,3560.9,16,M01
6158.9,3588.3,158,M01
6307.8,3602.0,311,M01
6305.9,3646.1,133,M01
6390.6,3650.4,5,M01
6230.0,3656.8,244,M01
5628.6,3697.6,19,M01
6259.4,3702.9,545,M01
5683.2,3730.3,61,M01
5657.0,3732.2,5,M01
6253.7,3732.2,249,M01
6147.7,3738.9,97,M01
6179.9,3750.6,221,M01
6157.0,3778.7,11,M01
6161.3,3777.8,35,M05
6267.5,3784.2,438,M01
5956.4,3885.6,143,M01
6039.7,3904.7,3,M01
6121.7,3909.7,173,M01
6170.9,2941.8,307,M01
6139.1,2944.2,170,M01
6429.0,3021.0,534,M01
6391.6,3039.4,361,M01
6362.2,3054.2,637,M01
6399.2,3063.5,92,M01
5856.0,3108.6,767,M01
5846.9,3100.0,1184,M03
5791.5,3128.9,922,M01
5802.5,3149.8,211,M01
5752.2,3138.4,805,M01
5773.2,3139.4,554,M02
5885.3,3138.9,842,M01
5758.8,3159.6,1014,M01
5840.4,3161.5,839,M01
5852.6,3190.4,1234,M01
5760.3,3196.6,791,M01
5813.3,3201.4,1040,M01
5829.9,3207.6,527,M02
5739.0,3213.8,207,M01
5902.5,3221.2,616,M01
5899.6,3220.2,692,M03
5841.4,3229.3,608,M01
5862.2,3233.6,617,M01
5912.3,3253.4,786,M01
5922.7,3275.8,282,M01
5792.5,3253.4,725,M01
5883.4,3254.8,734,M01
5966.4,3256.3,715,M01
5963.5,3278.7,125,M01
5766.0,3257.7,715,M01
5839.0,3262.0,298,M01
5879.1,3285.6,672,M01
5887.2,3299.9,393,M02
5813.7,3292.3,599,M01
5817.5,3311.4,401,M01
5834.7,3286.6,234,M02
5783.0,3300.9,168,M01
5918.9,3304.7,386,M01
5926.6,3325.0,181,M01
5801.1,3325.0,346,M01
5809.7,3327.8,387,M02
5781.5,3320.2,22,M06
5838.1,3330.2,59,M01
5881.0,3334.0,632,M01
5899.1,3339.7,194,M01
5979.1,3346.2,1306,M01
5953.1,3352.9,403,M01
5961.6,3373.4,174,M01
5774.1,3352.9,734,M01
6035.8,3353.4,1079,M01
6102.6,3369.6,158,M01
5838.1,3377.5,613,M01
5820.9,3377.5,229,M02
5903.4,3379.4,555,M01
5890.5,3394.6,639,M01
5868.8,3379.8,518,M01
5861.7,3401.8,706,M01
6061.6,3388.9,810,M01
5789.2,3390.3,346,M01
6143.0,3393.7,489,M01
5997.2,3398.4,291,M01
6119.8,3399.4,656,M01
6076.2,3405.1,115,M01
6070.0,3376.0,1499,M02
6086.6,3389.9,989,M03
5963.1,3419.2,728,M01
6085.2,3427.3,20,M01
5848.8,3428.7,726,M01
5910.4,3435.4,919,M01
5811.1,3442.3,1532,M01
5792.0,3456.7,566,M01
5860.2,3452.8,788,M01
5839.5,3454.8,838,M01
5830.4,3454.3,939,M03
5834.2,3444.3,1432,M06
6146.8,3561.4,196,M01
5635.3,3584.5,59,M01
5651.5,3573.6,72,M01
6141.5,3590.7,182,M01
5697.8,3600.0,369,M01
5730.0,3605.3,193,M01
5723.8,3611.5,84,M03
5670.3,3611.0,147,M01
5672.3,3611.0,159,M02
5683.2,3636.5,412,M01
5663.2,3639.4,188,M01
5707.3,3640.4,613,M01
5694.0,3640.4,207,M05
6157.0,3649.4,96,M01
5677.0,3662.1,600,M01
5620.2,3665.4,167,M01
5641.5,3666.4,218,M01
5723.3,3671.1,297,M01
6163.2,3692.4,249,M01
5668.9,3702.9,121,M01
5731.4,3735.1,230,M01
6122.7,3871.1,17,M01
6266.5,3872.0,373,M01
6006.5,3872.0,103,M01
6008.9,3862.5,110,M03
6081.4,3889.0,269,M01
5855.5,3899.5,78,M01
5965.0,3912.6,5,M01
6147.7,3916.4,125,M01
6148.7,3920.2,104,M03
6434.7,3919.7,139,M01
6408.0,3919.3,172,M02
5914.6,3924.0,116,M01
5932.3,3935.5,12,M03
6399.2,3925.0,10,M01
5866.4,3925.5,23,M01
6031.6,3925.9,25,M01
6057.3,3929.3,35,M01
5783.9,3930.7,16,M01
5458.2,2939.9,1927,M01
5443.9,2949.4,849,M01
5445.4,2966.6,318,M03
5990.0,2941.3,901,M01
5681.3,2941.3,1759,M01
5762.7,2952.8,867,M01
5935.2,2961.4,322,M01
5902.9,2961.4,347,M01
5883.9,2966.6,700,M02
5482.3,2961.8,935,M01
5749.1,2966.1,70,M01
5741.4,2947.1,1272,M02
5628.6,2968.8,1740,M01
5644.8,2995.5,338,M02
5798.2,2969.3,1186,M01
5611.6,2978.3,1463,M01
5879.6,2979.3,1658,M01
5480.9,2980.7,1192,M01
5942.6,2983.1,1093,M01
5560.6,2986.4,1658,M01
5444.4,2989.8,481,M01
5439.6,2971.2,897,M02
5850.2,2990.2,976,M01
5726.2,2990.7,1059,M01
5585.2,2991.7,823,M01
5572.8,2975.5,1107,M06
5919.9,2994.0,515,M01
5692.1,2997.4,155,M01
5949.2,3001.5,1053,M01
5950.7,3014.8,560,M06
5865.0,3010.5,1098,M01
5866.9,3017.2,708,M03
5579.4,3010.5,1717,M01
5567.5,3009.1,1629,M02
5723.3,3012.4,1642,M01
5672.7,3014.8,1107,M01
5492.8,3014.8,1521,M01
5469.5,3025.8,191,M01
5487.1,3018.2,1158,M02
5837.6,3015.3,1013,M01
5833.8,3016.2,1019,M02
5649.1,3015.8,1111,M01
5625.7,3029.6,37,M03
5882.9,3025.8,651,M01
5534.8,3026.7,301,M01
